,Unnamed: 0,optical_flow_magnitude,keypoint_magnitude,video_names,segment_number,average_num_people,max_num_people,optical_flow_norm,keypoint_norm,acuity_score_of,acuity_norm_of,acuity_score_kd,acuity_norm_kd,low_high_acuity_of,low_high_acuity_kd
42,42,4.180000305175781,5.00874733377502,Save My Life Boston Trauma S01 E06,seg_0042,1.0505050505050506,2,0.4828550842026506,0.27273648485738927,0.0013995799542105814,0.18857054374288265,0.0007905405358185196,0.060922844833860595,0,0
43,43,4.425030708312988,6.9489253493878875,Save My Life Boston Trauma S01 E06,seg_0043,1.5657894736842106,3,0.5134591296027269,0.40153579160235786,0.0022324309982727254,0.30078362150463805,0.0017458077895754689,0.13454032052123366,0,0
44,44,3.834343433380127,5.728485092526448,Save My Life Boston Trauma S01 E06,seg_0044,1.2073170731707317,3,0.4396828963359921,0.32051649453659314,0.0019116647666782267,0.2575656098975433,0.001393549976246057,0.10739364412624945,0,0
45,45,3.621262311935425,7.0312756937176255,Save My Life Boston Trauma S01 E06,seg_0045,1.3294117647058823,3,0.4130692833675587,0.4070026442182139,0.0017959534059459076,0.24197539360094775,0.0017695767139922344,0.13637206782387015,0,0
46,46,3.957255363464357,5.994639705597803,Save My Life Boston Trauma S01 E06,seg_0046,1.15625,3,0.4550344700196971,0.3381852493491443,0.0019784107392160745,0.2665585397378457,0.0014703706493441058,0.11331381359907651,0,0
47,47,3.774326801300049,7.553742188026375,Save My Life Boston Trauma S01 E06,seg_0047,1.6436781609195403,4,0.4321868807011083,0.4416867411015529,0.002505431192470193,0.33756593959004216,0.0025605028469655243,0.19732462862366046,0,0
48,48,3.598008155822754,7.441197327882769,Save My Life Boston Trauma S01 E06,seg_0048,1.8852459016393444,4,0.4101648631801008,0.43421541638415223,0.0023777673227831932,0.3203653178958164,0.0025171908196182737,0.19398679608761676,0,0
49,49,3.506349802017212,6.4783540017527095,Save My Life Boston Trauma S01 E06,seg_0049,1.7127659574468086,4,0.39871682903720995,0.37029676979006754,0.0023114019074620866,0.3114236619259851,0.002146647940811986,0.1654309848584886,0,0
50,50,3.732742786407471,8.243227112752928,Save My Life Boston Trauma S01 E06,seg_0050,1.4242424242424243,4,0.4269930799996612,0.4874584072070649,0.0024753222028965865,0.3335092449236441,0.002825845838881536,0.21777323206878793,0,0
51,51,1.317878246307373,12.279683076461591,Save My Life Boston Trauma Season 1 Episode 1,seg_0051,1.6142857142857143,4,0.125378982018219,0.7554197621181219,0.000726834678366487,0.09792910372745281,0.004379244997786214,0.33748562078901,0,0
52,52,4.365053653717041,8.87384273336181,Save My Life Boston Trauma Season 1 Episode 1,seg_0052,1.627906976744186,5,0.5059680571549157,0.5293220166817425,0.003666435196774751,0.4939922700192033,0.003835666787548859,0.29559487710555093,0,0
53,53,4.303617477416991,9.543132345669363,Save My Life Boston Trauma Season 1 Episode 1,seg_0053,1.577319587628866,4,0.49829474190659934,0.5737530108395602,0.0028886651704730397,0.389200459929758,0.003326104410664117,0.2563255566677575,0,0
54,54,4.402677059173584,8.108551152390147,Save My Life Boston Trauma Season 1 Episode 1,seg_0054,1.5113636363636365,3,0.5106671818102865,0.47851790268100997,0.002220292094827332,0.2991481024931992,0.002080512620352217,0.16033427990301607,0,0
55,55,4.349099636077882,8.843934794105243,Save My Life Boston Trauma Season 1 Episode 1,seg_0055,1.8644067796610169,5,0.5039754167564544,0.5273365690519798,0.0036519957735974954,0.492046793541295,0.0038212794858839116,0.29448612264300583,0,0
56,56,3.8498823642730713,8.323411496642747,Save My Life Boston Trauma Season 1 Episode 1,seg_0056,1.9324324324324325,5,0.4416236928266628,0.49278147188137456,0.0032001716871497303,0.4311708761624677,0.0035708802310244537,0.2751891552401615,0,0
57,57,3.549036026000977,8.39347637898323,Save My Life Boston Trauma Season 1 Episode 1,seg_0057,1.6527777777777777,6,0.40404829452080326,0.4974327503723183,0.0035134634306156804,0.47338182255234507,0.004325502177150594,0.33334394129988953,0,0
58,58,2.3529951572418213,8.142279505427611,Save My Life Boston Trauma Season 1 Episode 1,seg_0058,1.0,1,0.2546640198381413,0.4807569696397718,0.00036907828962049464,0.04972727249204239,0.0006967492313619881,0.05369483712359893,0,0
59,59,4.791210174560547,10.710117619572577,Save My Life Boston Trauma Season 1 Episode 1,seg_0059,1.7222222222222223,4,0.5591945684141334,0.6512236826288403,0.0032417076429804834,0.4367671679300954,0.003775209754370089,0.2909357681989441,0,0
60,60,4.798313617706299,8.516760591941994,Save My Life Boston Trauma Season 1 Episode 1,seg_0060,1.8085106382978724,4,0.5600817811589442,0.5056170102875983,0.003246850905269242,0.4374601385342296,0.002931113103116512,0.22588563227408834,0,0
61,61,4.331614017486571,7.119564825215748,Save My Life Boston Trauma Season 1 Episode 1,seg_0061,1.1643835616438356,3,0.5017914809739334,0.41286374502368894,0.002181702091191015,0.2939487296764853,0.0017950597609725607,0.1383359136315604,0,0
62,62,4.864241600036621,9.621608510939783,Save My Life Boston Trauma Season 1 Episode 1,seg_0062,1.95,5,0.5683161183617558,0.5789626749020823,0.004118232741751854,0.5548646113682801,0.004195381702189002,0.32331623348907446,0,0
63,63,4.5427775382995605,9.874977086032224,Save My Life Boston Trauma Season 1 Episode 1,seg_0063,1.125,2,0.5281655875952328,0.5957826247006365,0.0015309147466528487,0.2062657623323529,0.0017269061585525696,0.13308367018929,0,0
64,64,4.065138339996338,11.27457359585759,Save My Life Boston Trauma Season 1 Episode 1,seg_0064,1.0,1,0.46850894285820166,0.6886952640242201,0.0006789984679104372,0.09148395553198282,0.0009981090782959711,0.07691907214009373,0,0
65,65,3.432481288909912,6.677737605289817,Save My Life Boston Trauma Season 1 Episode 1,seg_0065,1.2808988764044944,2,0.38949072770518034,0.3835329108581752,0.0011289586310295082,0.1521087396800651,0.0011116895966903628,0.08567213157824945,0,0
66,66,1.2242424488067627,11.405523717545615,Save My Life Boston Trauma Season 1 Episode 2,seg_0066,1.5625,3,0.1136839671911145,0.697388427618417,0.0004942781182222369,0.06659590488772618,0.003032123598340943,0.23366998544552664,0,0
67,67,4.724792957305908,9.702135509741636,Save My Life Boston Trauma Season 1 Episode 2,seg_0067,2.043956043956044,5,0.5508991262723291,0.58430848417137,0.003992022654147311,0.5378598630694598,0.0042341194505171745,0.3263015501473364,0,0
68,68,4.110912322998047,8.80479421855832,Save My Life Boston Trauma Season 1 Episode 2,seg_0068,1.9772727272727275,6,0.47422606626815744,0.5247382100583848,0.004123704924070934,0.5556018985752487,0.004562940957029434,0.35164211234702286,0,0
69,69,4.1087050437927255,10.9656509459654,Save My Life Boston Trauma Season 1 Episode 2,seg_0069,2.55,6,0.47395037936504086,0.6681873400998456,0.0041213076466525295,0.555278904590567,0.0058103246965203964,0.4477714853090367,0,0
70,70,3.316168785095215,8.206053933532786,Save My Life Boston Trauma Season 1 Episode 2,seg_0070,1.3375,3,0.3749634155767001,0.4849906544160673,0.001630275719898696,0.21965303091634714,0.0021086550192002925,0.16250306811891538,0,0
71,71,3.070397138595581,7.0246380128718044,Save My Life Boston Trauma Season 1 Episode 2,seg_0071,1.4625,4,0.3442667896428379,0.40656199975958374,0.001995749505175872,0.26889465530954504,0.002356881158026572,0.18163256477877218,0,0
72,72,3.1887974739074707,6.810571603320726,Save My Life Boston Trauma Season 1 Episode 2,seg_0072,1.4888888888888892,5,0.35905486977851114,0.39235113615547573,0.0026018468824529793,0.3505563793507018,0.002843124175039679,0.2191047835137242,0,0
73,73,3.663278818130493,5.270856788241966,Save My Life Boston Trauma Season 1 Episode 2,seg_0073,1.0,1,0.41831710178797904,0.2901367005875838,0.0006062566692579406,0.08168318603434203,0.00042048797186606347,0.03240481961873966,0,0
74,74,3.899349451065064,6.523481244686383,Save My Life Boston Trauma Season 1 Episode 2,seg_0074,1.5205479452054795,6,0.44780208110260233,0.3732925555161174,0.003893931140022629,0.5246436333718237,0.003246022221879282,0.2501540391550687,0,0
75,75,3.825932025909424,7.580582850355246,Save My Life Boston Trauma Season 1 Episode 2,seg_0075,1.4,3,0.43863232019190523,0.4434685666210233,0.0019070970443126316,0.25695018389951046,0.0019281242027001015,0.1485904976395489,0,0
76,76,3.233720302581787,7.969756639020949,Save My Life Boston Trauma Season 1 Episode 2,seg_0076,1.8021978021978025,4,0.36466568488817236,0.46930398676293317,0.0021140039703662168,0.2848275134030613,0.0027206028218141054,0.20966270046649915,0,0
77,77,3.324979782104492,6.426979113064537,Save My Life Boston Trauma Season 1 Episode 2,seg_0077,1.4776119402985075,4,0.3760639000432782,0.36688623220336763,0.0021800805799610332,0.29373025751746146,0.0021268767084253195,0.16390731887516247,0,0
78,78,2.4363691806793213,5.201009033772198,Save My Life Boston Trauma Season 1 Episode 2,seg_0078,1.28125,3,0.26507734963640106,0.2854998361962732,0.0011525102158104394,0.15528193113281907,0.0012413036356359705,0.09566081100099062,0,0
79,79,3.955566883087158,8.488183509741926,Save My Life Boston Trauma Season 1 Episode 2,seg_0079,2.4597701149425286,4,0.4548235805567598,0.5037199120076757,0.002636658438010202,0.3552466679906699,0.002920115431928555,0.22503809899152996,0,0
80,80,1.8276323080062864,3.4448693609224246,Security at Calgary Sheldon Chum in emergency room,seg_0080,2.03,3,0.1890467401713621,0.16891797072299727,0.0008219423485711396,0.11074330918292168,0.0007344259596652055,0.056598386490473364,0,0
81,81,2.8459279537200928,11.407919278835333,Situation Critical (Dr Talat Chughtai) Case Gunshot Abdomen,seg_0081,1.2682926829268293,4,0.3162308192616406,0.6975474576821008,0.0018332221406471918,0.24699674700493698,0.004043753377867251,0.3116310276627752,0,0
82,82,3.90179705619812,10.428490134164152,Situation Critical (Dr Talat Chughtai) Case Gunshot Abdomen,seg_0082,1.4333333333333331,4,0.4481077844669786,0.6325277564875085,0.0025977262867650933,0.35000119637092875,0.0036668275738406288,0.28258331760598987,0,0
83,83,4.342308521270752,10.344910846975646,Stiletto in the Face  Untold Stories of the ER,seg_0083,1.3563218390804597,3,0.5031272134999868,0.626979320126777,0.002187509623912986,0.2947311998739842,0.0027259970440294654,0.21007840509913445,0,0
84,84,4.505116939544678,10.362560073530627,Stiletto in the Face  Untold Stories of the ER,seg_0084,1.443298969072165,3,0.5234618175351432,0.6281509693912124,0.0022759209458049702,0.3066431817454322,0.0027310911712661408,0.21047098297356637,0,0
85,85,4.718067646026611,11.794339892952257,Stiletto in the Face  Untold Stories of the ER,seg_0085,1.3076923076923077,2,0.5500591418088256,0.7232001074955269,0.0015943743240835525,0.21481590409867377,0.0020962321956392083,0.16154570575997354,0,0
86,86,4.136303424835205,11.873695216522965,Stuck in the Toilet  Untold Stories of the ER,seg_0086,2.91,5,0.4773973887792959,0.7284681347487897,0.0034594013679659125,0.4660978424416992,0.005278754599628911,0.40680614442653623,0,0
87,87,4.061404705047607,11.887492250499287,Stuck in the Toilet  Untold Stories of the ER,seg_0087,2.79,5,0.46804261569220396,0.7293840550390862,0.003391613157189884,0.45696448801851236,0.005285391703181784,0.40731763145544525,0,0
88,88,3.3051109313964844,8.4475845226131,Student Nurses - Episode 1 (Medical Documentary),seg_0088,1.4583333333333333,3,0.37358230101993284,0.5010247359183368,0.001624270873999708,0.21884397599036182,0.002178368417036247,0.16787551687614904,0,0
89,89,3.265855073928833,13.617725863881711,Student Nurses - Episode 1 (Medical Documentary),seg_0089,2.1,3,0.3686792847869383,0.844246138887667,0.001602953412117123,0.21597179611501874,0.0036706353864681177,0.2828767659079428,0,0
90,90,3.1808960437774663,11.693778473031811,Student Nurses - Episode 1 (Medical Documentary),seg_0090,1.0,1,0.35806798927989486,0.7165243070963807,0.0005189391148983984,0.0699185714767087,0.0010384410247773633,0.08002724535323494,0,0
91,91,3.267507314682007,7.788577946849456,Student Nurses - Episode 1 (Medical Documentary),seg_0091,1.329268292682927,3,0.3688856479580982,0.45727638426416095,0.0016038506432960791,0.21609268336463233,0.001988158192452874,0.15321700479098652,0,0
92,92,3.316761016845703,7.300299611179684,Student Nurses - Episode 1 (Medical Documentary),seg_0092,1.196969696969697,3,0.3750373847133756,0.42486187867407055,0.0016305973248407634,0.21969636193049435,0.0018472255594524807,0.14235606023054034,0,0
93,93,3.145880460739136,6.579178814130278,Student Nurses - Episode 1 (Medical Documentary),seg_0093,1.9494949494949492,4,0.3536945789630734,0.3769900555774648,0.002050403356307672,0.2762583692542615,0.0021854495975505207,0.1684212266053345,0,0
94,94,2.553598165512085,7.955142939694853,Student Nurses - Episode 1 (Medical Documentary),seg_0094,1.7608695652173914,3,0.279719129301669,0.46833385189539317,0.0012161701273985608,0.1638590646554029,0.0020362341386756222,0.15692196776159112,0,0
95,95,2.6661322116851807,6.9624822421186705,Student Nurses - Episode 1 (Medical Documentary),seg_0095,1.4705882352941178,3,0.29377451595590065,0.40243577004314496,0.0012772805041560897,0.17209268999337038,0.0017497207393180217,0.13484187119347266,0,0
96,96,2.669456958770752,6.387240977840112,Student Nurses - Episode 1 (Medical Documentary),seg_0096,1.6483516483516485,4,0.2941897734482275,0.3642482040291194,0.00170544796201871,0.22978126298218726,0.002111583791473156,0.1627287733555844,0,0
97,97,1.9479596614837649,5.630766719926423,Student Nurses - Episode 1 (Medical Documentary),seg_0097,1.797979797979798,3,0.20407550289446685,0.31402943069716804,0.0008872847951933342,0.11954713682561424,0.0013653453508572523,0.10522006043470579,0,0
98,98,3.286584854125977,7.922887815708639,Surviving A_ampE Junior Doctor Diaries  Part 2  (Medical Documentary)  Real Stories,seg_0098,1.6774193548387095,4,0.37126841301822866,0.46619258569457755,0.0021522806551781373,0.2899846716246721,0.0027025657141714642,0.20827267445217656,0,0
99,99,2.413940906524658,5.0312018703163135,Surviving A_ampE Junior Doctor Diaries  Part 2  (Medical Documentary)  Real Stories,seg_0099,1.5061728395061729,3,0.26227608125628776,0.27422713608450594,0.0011403307880708164,0.15364095213449291,0.001192291896019591,0.09188373130374948,0,0
100,100,3.374260902404785,7.120382627303388,Surviving A_ampE Junior Doctor Diaries  Part 2  (Medical Documentary)  Real Stories,seg_0100,1.7216494845360826,4,0.38221906129562394,0.4129180350636209,0.0022157626741775302,0.2985378370259039,0.0023937277394992518,0.18447213904980436,0,0
101,101,2.9556543827056885,9.425654193880526,Surviving A_ampE Junior Doctor Diaries  Part 2  (Medical Documentary)  Real Stories,seg_0101,1.9878048780487805,4,0.3299355374160773,0.5659541880581863,0.0019126697821221872,0.25770101931675327,0.003280893843815573,0.2528414135730421,0,0
102,102,4.759662628173828,8.699109366229772,TLC Trauma Life in the ER Trick or Trauma,seg_0102,1.7078651685393258,4,0.5552543123091002,0.5177222890429818,0.0032188655786034794,0.43368957276532966,0.0030012886321332277,0.23129369507632383,0,0
103,103,5.019197940826416,8.672513473724571,TLC Trauma Life in the ER Trick or Trauma,seg_0103,1.7529411764705882,4,0.5876700059930188,0.5159567126425856,0.00340678264343779,0.4590083285732889,0.0029910534066236844,0.23050491951415503,0,0
104,104,3.790391206741333,8.64081816305133,TLC Trauma Life in the ER Trick or Trauma,seg_0104,1.0,1,0.43419330842254905,0.5138526098185515,0.0006292656643805059,0.0847832723910995,0.0007447139272732631,0.05739122661168552,0,0
105,105,4.525247097015381,6.7990925996076,TLC Trauma Life in the ER Trick or Trauma,seg_0105,1.2432432432432432,2,0.5259760535044613,0.39158909900812316,0.001524568271027424,0.20541067837953056,0.0011350408666902121,0.08747169242860031,0,0
106,106,3.845473051071167,6.048648598069768,TLC Trauma Life in the ER Trick or Trauma,seg_0106,1.0731707317073171,2,0.44107297414160773,0.3417706460769056,0.0012784723888162543,0.17225327698789678,0.0009906395538461033,0.0763434347648757,0,0
107,107,4.426552772521973,3.2708650486135005,TLC Trauma Life in the ER Trick or Trauma,seg_0107,1.0408163265306123,2,0.5136492338573713,0.15736664161006275,0.0014888383590068732,0.20059665620285475,0.00045613519307264564,0.035151965435972564,0,0
108,108,3.4278903007507324,7.1953339735155355,TLC Trauma Life in the ER Trick or Trauma,seg_0108,1.171875,3,0.3889173180047683,0.4178937029425693,0.001690944860890297,0.227827206940219,0.001816929143228562,0.14002127310577792,0,0
109,109,3.8968110084533687,6.719622036174991,TLC Trauma Life in the ER Trick or Trauma,seg_0109,1.4333333333333331,2,0.4474850322305475,0.38631342152163306,0.0012970580644363695,0.17475739327433698,0.0011197490478887914,0.0862932315377848,0,0
110,110,4.915684700012207,6.748425639649674,TLC Trauma Life in the ER Trick or Trauma,seg_0110,1.2253521126760565,3,0.5747413086524966,0.3882255574851591,0.0024988752550108547,0.3366826340756037,0.0016879372064572131,0.13008053585995996,0,0
111,111,3.6291756629943848,5.702486079521563,TLC Trauma Life in the ER Trick or Trauma,seg_0111,1.431578947368421,3,0.4140576527779438,0.3187905421630813,0.0018002506642519297,0.24255437898362084,0.0013860458354916579,0.10681533905259707,0,0
112,112,4.067164421081543,7.0102021285179825,TLC Trauma Life in the ER Trick or Trauma,seg_0112,1.362068965517241,3,0.46876199830243215,0.4056036691929756,0.0020380956447931834,0.27460010611214136,0.0017634942138825024,0.13590332119596515,0,0
113,113,4.228415012359618,8.666518036338509,TLC Trauma Life in the ER Trick or Trauma,seg_0113,1.3452380952380951,3,0.4889020313476376,0.515558703711063,0.002125661005859294,0.28639810857681075,0.0022415595813524477,0.17274533104010062,0,0
